90	4	0.5
130	4	0.5
250	4	0.45
370	4	0.505
420	4	0.45
580	4	0.405
660	4	0.5545
740	4	0.59905
780	4	0.4645
910	4	0.63914
950	4	0.67523
1030	4	0.70771
1280	4	0.63694
1320	4	0.41805
1360	4	0.67324
1400	4	0.70592
1440	4	0.73533
1480	4	0.66179
1560	4	0.69561
1650	4	0.62605
1690	4	0.66345
1730	4	0.6971
1810	4	0.72739
1890	4	0.37625
1930	4	0.33862
2060	4	0.75465
2140	4	0.77919
2260	4	0.80127
2340	4	0.82114
2380	4	0.73903
2510	4	0.76513
2590	4	0.78861
2630	4	0.80975
2670	4	0.82878
2710	4	0.40476
2790	4	0.8459
2880	4	0.76131
2920	4	0.78518
3000	4	0.70666
3200	4	0.73599
