24	1	-0.5
64	1	-0.5
184	1	-1.45
224	1	-1.305
304	1	-0.45
344	1	-1.405
474	1	-1.2645
514	1	-1.1381
554	1	-1.0242
634	1	0.07818
714	1	-0.92964
844	1	-0.83667
884	1	-0.75301
1004	1	-0.67771
1084	1	-0.60994
1124	1	-0.1745
1164	1	-0.15705
1204	1	-0.54894
1254	1	-0.49405
1534	1	-0.14135
1614	1	-0.12721
1784	1	-0.44464
1864	1	-0.40018
1984	1	0.63984
2024	1	-0.42414
2114	1	0.61827
2194	1	-0.44356
2234	1	-0.3992
2314	1	0.64072
2434	1	0.57665
2484	1	-0.48102
2564	1	-0.43292
2764	1	-0.38962
2844	1	-0.35066
2974	1	0.6844
3054	1	-0.38404
3094	1	-0.34563
3134	1	-0.31107
3174	1	-0.11449
3254	1	-0.27996
