104	1	-0.5
144	1	-0.5
264	1	0.85
384	1	0.255
434	1	-0.15
594	1	0.955
674	1	0.0765
754	1	0.02295
794	1	-0.7135
924	1	0.006885
964	1	0.0020655
1044	1	-0.99938
1294	1	0.70019
1334	1	-0.21405
1374	1	0.21006
1414	1	0.063017
1454	1	-0.98109
1494	1	0.70567
1574	1	-0.7883
1664	1	0.76351
1704	1	0.22905
1744	1	0.068716
1824	1	0.020615
1904	1	-0.064215
1944	1	0.98074
2074	1	0.0061844
2154	1	0.0018553
2274	1	0.0005566
2354	1	-0.99983
2394	1	0.70005
2524	1	0.21002
2604	1	0.063005
2644	1	0.018901
2684	1	0.0056704
2724	1	-0.70578
2804	1	-0.9983
2894	1	0.70051
2934	1	-0.78985
3014	1	0.76305
3214	1	-0.77109
